DATE,EARNING LONG,INVESTMENT LONG,EARNING SHORT,INVESTMENT SHORT,NUMBER LONG,NUMBER SHORT,TURNOVER %,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2019-11-18,10046.499513644412,10000.0,9971.87705275823,10000.0,50,50,0.98,356,356
2019-11-19,10093.544170142322,10000.0,9756.925205178102,10000.0,50,50,0.95,342,342
2019-11-20,10129.088256307998,10000.0,9964.59933700491,10000.0,50,50,0.91,314,314
2019-11-21,10043.495798005144,10000.0,10036.35447297574,10000.0,50,50,0.83,289,289
2019-11-22,10098.74933741086,10000.0,10062.838323222259,10000.0,50,50,0.85,224,224
2019-11-25,10118.03395371745,10000.0,10051.612729085115,10000.0,50,50,0.92,299,299
2019-11-26,10005.067173414202,10000.0,10022.85493633176,10000.0,50,50,0.86,318,318
2019-11-27,10009.810685497585,10000.0,10059.637255727474,10000.0,50,50,0.83,242,242
2019-11-29,10034.458208286234,10000.0,9989.415640197192,10000.0,50,50,0.83,196,196
2019-12-02,9808.394484681981,10000.0,9864.855852635306,10000.0,50,50,0.89,299,299
2019-12-03,10046.113147551057,10000.0,10070.043876152222,10000.0,50,50,0.91,324,324
2019-12-04,9984.166420867396,10000.0,10228.15021575639,10000.0,50,50,0.93,283,283
2019-12-05,10085.37019568248,10000.0,9966.304820725576,10000.0,50,50,0.99,271,271
2019-12-06,10057.930922235626,10000.0,10034.40358150068,10000.0,50,50,0.87,421,421
2019-12-09,9966.86112993843,10000.0,9957.221170339613,10000.0,50,50,0.9,259,259
2019-12-10,10030.339987879812,10000.0,10020.333757878083,10000.0,50,50,0.92,351,351
2019-12-11,9976.410563727435,10000.0,10076.743047885851,10000.0,50,50,0.94,319,319
2019-12-12,10109.355704925601,10000.000000000007,10105.159539373703,10000.0,49,50,0.9090909090909091,482,482
2019-12-13,9992.025753500997,10000.0,9973.214044955344,10000.0,50,50,0.82,361,361
2019-12-16,10037.301126250657,10000.0,10033.291432260496,10000.0,50,50,0.94,389,389
2019-12-17,10028.496397590668,10000.0,10033.995978115348,10000.0,50,50,0.93,378,378
2019-12-18,10032.834069985656,10000.0,10020.647973856921,10000.0,50,50,0.99,377,377
2019-12-19,10050.812239360239,10000.0,10127.037319271765,10000.0,50,50,0.93,303,303
2019-12-20,10006.506685553513,10000.000000000007,10137.494445333905,10000.0,49,50,0.9595959595959596,392,392
2019-12-23,10011.825314209336,10000.0,10035.362988078843,10000.0,50,50,0.91,285,285
2019-12-24,10164.988912782776,10000.0,10020.751083511877,10000.0,50,50,0.74,126,126
2019-12-26,10012.720508308365,10000.0,10130.152602740032,10000.0,50,50,0.79,114,114
2019-12-27,9926.062961035366,10000.0,9960.250822665506,10000.0,50,50,0.85,274,274
2019-12-30,9987.109254038545,10000.0,9953.755142717695,10000.0,50,50,0.8,145,145
2019-12-31,10153.693957732694,10000.0,10187.623707976923,10000.0,50,50,0.82,108,108
2020-01-02,9846.414835080346,10000.0,9927.4258119112,10000.0,50,50,0.89,237,237
2020-01-03,9981.290549021594,10000.0,9936.313342081301,10000.0,50,50,0.86,281,281
2020-01-06,10126.173462461042,10000.0,10060.50849973888,10000.0,50,50,0.89,295,295
2020-01-07,9914.19914053416,10000.0,9940.628789024975,10000.0,50,50,0.9,279,279
2020-01-08,10020.861937493937,10000.0,10011.73189046267,10000.0,50,50,0.88,309,309
2020-01-09,10051.936307708313,10000.0,10073.84855365308,10000.0,50,50,0.78,448,448
2020-01-10,10024.46336161361,10000.0,9911.633437931465,10000.0,50,50,0.9,356,356
2020-01-13,9966.617268760798,10000.0,10017.70373563672,10000.0,50,50,0.9,320,320
2020-01-14,10174.150992742727,10000.0,10001.58680165299,10000.0,50,50,0.9,279,279
2020-01-15,10082.835341056561,10000.0,9989.12682361192,10000.0,50,50,0.97,363,363
2020-01-16,10137.406980310252,10000.0,10042.006833669366,10000.0,50,50,0.82,435,435
2020-01-17,9992.98673045853,10000.0,9905.233124961378,10000.0,50,50,0.81,497,497
2020-01-21,10078.69411053666,10000.0,10002.994972560384,10000.0,50,50,0.93,571,571
2020-01-22,9924.1317227517,10000.0,9887.191743556621,10000.0,50,50,0.94,578,578
2020-01-23,10009.86285803067,10000.000000000007,10208.858143603866,10000.0,49,50,0.9494949494949495,386,386
2020-01-24,9682.902311540443,10000.0,9541.246899559686,10000.0,50,50,0.92,484,484
2020-01-27,10090.590274629078,10000.0,10028.973339627772,10000.0,50,50,0.98,493,493
2020-01-28,9959.820784233843,10000.0,10139.332412384516,10000.0,50,50,0.95,435,435
2020-01-29,10041.91021911794,10000.0,9909.916992173687,10000.0,50,50,0.87,396,396
2020-01-30,10049.643497644338,10000.0,10192.46401929429,10000.0,50,50,0.86,429,429
2020-01-31,9966.93709426465,10000.0,9854.024007433638,10000.0,50,50,0.95,437,437
2020-02-03,10189.630304120032,10000.0,10228.166853567,10000.0,50,50,0.97,393,393
2020-02-04,10139.366646446702,10000.0,10080.380500689433,10000.0,50,50,0.92,455,455
2020-02-05,10101.75577605137,10000.0,10104.025087315102,10000.0,50,50,0.94,468,468
2020-02-06,9833.191758580446,10000.0,9837.287211950288,10000.0,50,50,0.9,448,448
2020-02-07,9889.547780344114,10000.0,9972.84223660399,10000.0,50,50,0.81,256,256
2020-02-10,10078.503803962934,10000.0,10179.411677213106,10000.0,50,50,0.91,382,382
2020-02-11,10097.096862462504,10000.0,9979.066323586248,10000.0,50,50,0.74,460,460
2020-02-12,9964.009969535942,10000.0,9962.807971379283,10000.0,50,50,0.86,486,486
2020-02-13,10051.55891990138,10000.0,10079.60047489553,10000.0,50,50,0.94,397,397
2020-02-14,9958.341494314036,10000.0,9897.394168206574,10000.0,50,50,0.88,399,399
2020-02-18,10070.926599449862,10000.0,10007.029861821193,10000.0,50,50,0.87,507,507
2020-02-19,10033.745940699533,10000.0,10000.375480453062,10000.0,50,50,0.87,469,469
2020-02-20,9966.626344871187,10000.0,9956.038149769554,10000.0,50,50,0.94,488,488
2020-02-21,9719.345777076443,10000.0,9637.861745899263,10000.0,50,50,0.85,454,454
2020-02-24,9924.252956300967,10000.0,10151.224206672321,10000.0,50,50,0.92,484,484
2020-02-25,9742.249705430551,10000.0,9528.06689687146,10000.0,50,50,0.87,469,469
2020-02-26,9629.66289748475,10000.0,9686.102767451752,10000.0,50,50,0.81,450,450
2020-02-27,9600.772520690087,10000.0,9606.996052636237,10000.0,50,50,0.92,834,834
2020-02-28,10209.78634344315,10000.000000000007,10345.114628557025,10000.0,49,50,0.8585858585858586,1009,1009
2020-03-02,10284.13091298492,10000.0,10270.550467454557,10000.0,50,50,0.95,389,389
2020-03-03,9999.776801069103,10000.0,9803.909977030813,10000.0,50,50,0.92,409,409
